,A,B,C,D,E,F,G
12340,16,15,47,42,35,48,06
12339,25,27,01,44,05,14,11
12338,32,28,25,27,23,15,34
12337,18,46,09,28,39,33,16
12336,07,24,29,13,42,27,45
12335,32,42,22,30,44,35,19
12334,15,18,13,08,30,12,03
12333,22,42,31,28,41,35,43
12332,38,44,33,40,49,08,25
12331,44,29,12,32,14,26,49
12330,01,06,49,22,17,07,41
12329,05,08,02,43,06,18,03
12328,44,34,03,01,02,16,32
12327,10,42,28,24,03,48,32
12326,25,05,35,49,10,46,08
12325,43,30,19,44,41,37,29
12324,02,19,37,17,49,03,04
12323,40,19,29,48,07,22,30
12322,19,23,15,02,04,40,47
12321,13,32,46,48,30,14,39
12320,10,16,45,07,36,26,13
12319,29,20,08,17,09,05,24
12318,23,10,34,17,38,02,24
12317,05,13,11,35,33,12,36
12316,43,02,01,11,03,45,27
12315,45,36,39,19,22,33,23
12314,44,16,47,09,31,13,15
12313,29,25,10,11,45,39,34
12312,38,33,11,24,19,43,26
12311,12,20,10,37,27,19,25
12310,15,38,40,34,20,49,42
12309,14,26,37,31,03,12,21
12308,20,26,28,25,13,15,43
12307,46,48,16,31,26,27,20
12306,49,17,07,12,13,37,09
12305,28,21,24,09,36,32,05
12304,14,05,22,17,40,46,16
12303,01,45,22,32,20,15,07
12302,32,18,35,37,29,39,41
12301,05,18,12,32,30,40,26
12300,26,18,01,42,02,34,38
12299,25,06,02,17,26,35,14
12298,13,07,18,02,41,25,11
12297,13,41,32,06,39,37,43
12296,09,21,29,17,04,30,38
12295,44,04,05,09,15,17,19
12294,31,26,21,23,30,47,20
12293,14,17,23,24,02,04,12
12292,32,39,36,35,17,38,45
12291,44,11,16,06,33,41,09
12290,34,07,32,10,18,33,24
12289,12,10,45,22,49,05,46
12288,43,12,38,18,48,20,15
12287,34,04,41,26,39,35,20
12286,21,46,27,35,41,44,18
12285,11,20,14,46,48,35,23
12284,18,03,10,46,34,41,43
12283,43,01,12,18,41,15,35
12282,28,38,08,49,15,01,12
12281,49,09,31,17,03,06,33
12280,19,39,09,08,37,44,06
12279,31,20,01,06,43,36,33
12278,14,10,23,28,09,35,03
12277,30,27,46,14,25,34,19
12276,47,17,08,40,29,22,26
12275,38,33,44,22,06,05,35
12274,13,05,17,42,29,07,21
12273,23,42,22,28,05,47,36
12272,31,06,30,43,48,20,39
12271,30,07,34,05,06,36,46
12270,42,17,04,45,29,20,32
12269,19,03,16,47,25,15,24
12268,46,12,37,05,47,26,35
12267,47,03,39,22,10,13,09
12266,43,08,25,12,28,04,23
12265,26,34,16,43,03,22,29
12264,19,38,20,42,09,36,28
12263,37,19,34,44,29,12,38
12262,20,26,38,16,06,34,39
12261,39,34,12,05,06,30,09
12260,27,25,07,49,09,32,29
12259,26,27,11,23,14,07,28
12258,37,40,05,01,36,17,44
12257,16,26,23,31,01,49,02
12256,37,17,39,49,33,10,36
12255,30,35,45,13,09,44,29
12254,01,40,19,34,23,02,41
12253,07,32,28,21,46,36,23
12252,08,21,20,41,47,04,28
12251,49,19,09,04,13,27,31
12250,24,35,17,16,10,08,43
12249,02,39,17,33,28,37,41
12248,22,03,34,36,19,20,17
12247,21,34,17,41,20,43,38
12246,40,21,46,15,34,02,04
12245,29,08,20,06,22,33,13
12244,26,06,09,11,04,24,29
12243,03,08,01,49,15,39,27
12242,03,08,10,30,29,46,44
12241,04,28,09,34,23,31,29
12240,34,13,03,22,19,39,29
12239,13,30,03,02,45,47,41
12238,37,13,23,38,21,30,25
12237,09,27,14,18,12,23,34
12236,15,36,18,24,34,44,45
12235,44,21,40,10,37,28,24
12234,28,34,20,13,11,06,15
12233,29,13,42,45,04,46,14
12232,33,19,06,30,04,49,46
12231,04,25,34,19,27,08,03
12230,48,13,18,37,46,40,49
12229,03,49,05,07,31,45,19
12228,14,33,04,35,40,28,15
12227,20,23,29,42,18,26,05
12226,16,20,24,05,02,42,19
12225,46,38,04,25,10,32,08
12224,34,15,41,13,10,06,16
12223,12,18,24,23,20,14,07
12222,06,03,49,27,17,04,13
12221,31,33,21,05,48,03,22
12220,30,17,10,11,47,37,03
12219,05,06,34,43,13,25,23
12218,01,04,44,41,12,13,24
12217,04,26,37,25,40,48,02
12216,04,39,30,18,13,28,01
12215,02,46,37,08,49,09,19
12214,02,33,46,30,10,27,31
12213,32,22,45,14,40,34,13
12212,42,06,47,39,33,13,45
12211,42,06,38,16,39,24,08
12210,09,40,14,22,18,33,16
12209,16,31,43,24,19,27,42
12208,30,02,29,25,17,19,06
12207,39,09,06,44,28,37,31
12206,26,43,27,40,23,37,16
12205,34,02,30,09,11,42,37
12204,13,15,49,33,06,47,12
12203,07,28,41,25,49,39,18
12202,20,30,41,22,17,29,40
12201,49,29,03,17,01,48,26
12200,03,09,16,25,22,01,36
12199,07,44,04,15,14,06,38
12198,10,04,23,18,40,24,16
12197,24,17,40,39,20,38,47
12196,23,37,25,22,05,13,41
12195,07,38,21,34,13,14,41
12194,22,08,18,07,15,35,24
12193,24,33,47,42,30,28,43
12192,15,45,10,33,11,23,05
12191,42,47,04,35,15,11,45
12190,14,16,17,13,48,19,02
12189,34,20,13,11,38,18,08
12188,24,48,03,23,40,45,17
12187,45,02,22,14,25,34,44
12186,35,42,47,36,25,34,19
12185,33,36,41,22,39,40,06
12184,21,44,48,26,42,32,23
12183,49,31,27,15,08,39,37
12182,40,47,36,31,15,41,35
12181,23,16,49,12,14,08,35
12180,38,15,21,47,41,31,43
12179,07,13,37,46,08,26,03
12178,34,04,41,05,31,08,15
12177,19,02,15,30,04,33,34
12176,16,27,23,14,02,47,01
12175,12,41,17,13,36,01,44
12174,02,28,34,25,42,32,23
12173,04,07,19,35,18,43,48
12172,26,10,32,39,43,45,21
12171,04,40,10,43,13,36,06
12170,32,47,17,11,05,38,19
12169,26,16,11,38,35,15,07
12168,15,09,12,39,04,27,05
12167,29,14,35,32,27,16,08
12166,26,21,30,13,46,09,41
12165,13,29,31,10,34,33,05
12164,03,11,23,30,16,40,43
12163,19,28,20,11,42,09,26
12162,34,15,31,47,25,21,28
12161,18,31,41,04,09,07,25
12160,04,29,23,05,48,24,10
12159,21,31,44,49,17,01,14
12158,44,09,36,17,25,40,19
12157,32,38,16,37,04,40,35
12156,48,34,31,42,11,02,47
12155,33,01,11,41,28,14,46
12154,20,32,07,12,27,23,38
12153,43,29,24,32,46,19,47
12152,48,23,09,20,39,06,17
12151,42,28,31,38,33,43,30
12150,24,09,07,28,25,16,38
12149,11,37,41,22,28,18,20
12148,22,29,01,45,35,24,40
12147,46,30,02,33,22,38,01
12146,05,40,19,37,31,16,23
12145,43,40,21,42,17,28,18
12144,36,30,19,49,42,07,23
12143,23,11,10,01,49,04,07
12142,42,16,40,45,20,19,01
12141,37,43,13,03,15,41,29
12140,46,32,23,04,05,20,27
12139,20,36,04,45,07,32,43
12138,11,22,37,29,34,02,42
12137,13,31,02,34,14,09,35
12136,48,22,09,26,39,17,43
12135,45,39,02,13,34,48,31
12134,25,30,06,33,28,38,11
12133,36,07,03,28,05,43,15
12132,20,18,21,36,28,17,34
12131,30,33,13,02,20,31,29
12130,18,48,20,41,42,25,15
12129,24,38,03,46,30,31,42
12128,28,24,29,33,19,13,37
12127,16,06,05,20,19,03,15
12126,39,16,20,28,22,49,24
12125,23,11,34,35,14,48,02
12124,11,48,22,28,19,14,27
12123,31,21,37,41,46,28,34
12122,22,02,40,16,49,37,04
12121,15,01,12,35,44,06,43
12120,26,01,14,39,37,06,38
12119,34,44,05,14,32,24,43
12118,19,43,22,49,31,42,01
12117,22,39,43,36,37,07,15
12116,15,43,33,39,27,38,08
12115,44,43,13,20,49,21,25
12114,33,32,04,30,49,28,08
12113,28,11,07,41,24,35,14
12112,07,40,20,48,38,27,39
12111,41,17,03,38,18,11,24
12110,08,34,30,27,26,24,11
12109,29,42,06,49,47,41,05
12108,48,46,16,04,26,11,36
12107,40,20,44,05,31,47,49
12106,25,12,38,16,35,15,19
12105,47,35,45,40,32,43,04
12104,13,29,25,48,28,32,33
12103,08,19,37,34,33,13,01
12102,03,21,06,32,31,37,33
12101,39,35,12,47,28,33,06
12100,10,30,22,19,40,11,46
12099,44,29,33,10,26,22,14
12098,31,05,09,10,13,24,22
12097,21,34,01,47,05,09,27
12096,03,39,12,18,41,43,33
12095,27,26,49,08,22,09,20
12094,02,32,09,20,24,44,05
12093,43,08,32,36,05,35,09
12092,14,42,32,01,49,15,44
12091,16,40,23,41,28,34,29
12090,30,46,23,25,29,12,20
12089,19,15,16,28,23,18,31
12088,04,21,18,33,25,16,45
12087,24,11,42,35,06,19,33
12086,25,03,40,09,23,04,49
12085,17,23,10,16,29,43,08
12084,13,15,11,44,48,36,30
12083,27,13,09,41,28,07,25
12082,31,36,33,18,04,38,08
12081,48,13,14,42,15,23,12
12080,18,39,37,28,11,05,26
12079,31,32,06,18,07,30,01
12078,08,38,02,22,19,32,06
12077,32,17,06,12,34,30,41
12076,07,46,05,06,39,19,15
12075,31,47,21,01,14,35,42
12074,30,48,21,18,16,36,44
12073,23,15,39,40,35,43,05
12072,43,35,26,13,46,06,01
12071,08,42,35,02,10,01,40
12070,44,43,23,47,37,34,35
12069,05,30,21,04,45,38,36
12068,03,34,13,20,48,41,44
12067,21,36,06,18,01,35,32
12066,28,45,10,06,02,21,09
12065,20,03,24,17,18,36,32
12064,25,30,05,28,31,26,20
12063,19,14,13,21,04,18,08
12062,04,30,23,12,17,15,21
12061,16,43,23,02,47,40,27
12060,03,31,18,49,47,17,43
12059,31,05,38,47,21,39,15
12058,11,30,40,26,15,42,45
12057,47,13,01,05,29,36,16
12056,37,07,03,44,11,40,32
12055,41,21,24,37,12,26,01
12054,20,49,07,37,22,01,39
12053,31,02,13,48,44,04,39
12052,30,46,45,40,24,08,39
12051,39,14,24,30,28,05,10
12050,19,43,31,03,36,40,24
12049,09,26,14,49,38,13,28
12048,02,43,48,18,49,33,09
12047,05,34,41,48,15,35,12
12046,03,33,07,29,10,16,49
12045,06,37,39,12,49,23,03
12044,27,10,18,02,47,40,22
12043,42,07,01,02,39,19,27
12042,03,40,02,08,35,07,49
12041,29,43,33,16,09,20,03
12040,35,13,04,46,48,44,36
12039,41,10,46,26,17,43,03
12038,01,29,38,37,26,31,11
12037,42,35,09,28,17,06,14
12036,41,49,40,20,31,25,17
12035,21,45,35,39,10,03,30
12034,11,16,24,14,45,39,48
12033,04,49,33,31,10,38,45
12032,27,43,24,17,38,34,18
12031,42,01,34,13,36,47,30
12030,49,05,15,35,34,12,06
12029,38,29,13,23,32,25,02
12028,45,38,21,10,11,17,26
12027,39,32,26,13,14,06,46
12026,38,19,13,10,35,25,34
12025,44,17,13,47,41,45,23
12024,12,04,07,42,11,01,45
12023,29,28,22,33,30,21,24
12022,13,32,38,49,24,20,42
12021,25,12,06,03,35,17,33
12020,20,16,08,25,12,33,38
12019,35,02,43,03,16,25,34
12018,30,13,24,03,26,40,01
12017,49,10,48,08,05,28,44
12016,27,36,38,09,21,01,35
12015,07,42,03,41,04,02,25
12014,24,46,09,12,33,03,20
12013,13,21,46,29,09,33,07
12012,32,27,40,05,30,34,35
12011,04,08,17,47,22,28,29
12010,11,05,25,10,17,21,09
12009,08,33,01,44,04,15,25
12008,09,34,38,02,05,36,41
12007,34,06,21,01,44,26,40
12006,16,04,38,45,03,29,32
12005,38,17,15,11,49,39,36
12004,07,23,26,02,19,37,18
12003,20,04,03,01,26,16,43
12002,35,38,48,25,05,07,45
12001,33,38,32,31,15,43,17
12000,34,09,02,36,08,04,42
11999,39,26,22,07,06,47,45
11998,19,43,02,07,47,26,30
11997,37,31,02,28,17,49,41
11996,13,01,30,12,35,49,16
11995,05,08,46,16,17,27,24
11994,17,21,38,35,05,37,45
11993,39,08,14,37,03,35,07
11992,04,34,48,29,47,17,43
11991,04,37,32,20,38,25,49
11990,33,03,39,01,46,36,21
11989,25,23,41,27,43,04,07
11988,35,32,36,04,30,24,11
11987,32,24,09,17,15,33,21
11986,27,49,29,07,45,09,39
11985,35,15,21,43,29,37,04
11984,04,44,45,13,11,48,05
11983,15,03,41,23,02,08,17
11982,12,47,20,34,42,48,18
11981,18,35,43,06,38,22,01
11980,41,13,23,48,02,07,30
11979,17,36,46,20,28,07,43
11978,23,06,28,49,48,09,16
11977,34,03,47,05,14,41,21
11976,33,14,34,20,28,08,25
11975,22,13,36,04,24,49,42
11974,26,34,46,25,14,19,18
11973,12,41,33,39,30,35,26
11972,21,38,34,33,17,47,15
11971,35,43,17,38,41,30,16
11970,13,18,21,02,38,35,24
11969,08,33,19,09,05,24,26
11968,24,43,19,20,17,45,49
11967,35,14,39,47,29,32,34
11966,25,22,12,30,08,49,34
11965,44,30,27,36,14,15,39
11964,36,09,34,19,30,13,24
11963,29,04,12,02,42,08,32
11962,08,27,42,31,28,41,19
11961,18,25,08,46,40,43,03
11960,01,32,10,39,03,05,19
11959,16,37,41,27,04,25,14
11958,23,36,26,05,30,31,44
11957,07,18,33,44,27,29,30
11956,44,49,18,46,35,14,15
11955,29,42,14,37,24,39,31
11954,15,22,46,03,11,04,48
11953,44,18,26,07,37,49,11
11952,49,13,35,03,41,40,17
11951,33,17,14,40,23,15,42
11950,21,16,15,44,49,28,37
11949,32,26,21,35,16,41,28
11948,37,03,38,09,02,25,14
11947,35,19,47,32,44,27,21
11946,03,14,48,09,22,15,01
11945,04,43,06,16,17,40,15
11944,25,07,09,33,32,03,48
11943,21,29,45,15,24,26,30
11942,22,13,33,08,42,49,07
11941,22,43,06,42,12,24,11
11940,33,43,11,12,37,22,16
11939,15,42,19,24,06,02,28
11938,06,01,37,16,07,33,45
11937,30,45,15,09,35,39,21
11936,12,18,31,05,34,48,10
11935,10,41,18,08,46,28,42
11934,47,18,16,02,32,45,09
11933,05,25,37,11,12,15,08
11932,04,29,27,20,33,21,22
11931,42,17,18,05,29,15,37
11930,08,02,29,34,43,23,14
11929,33,38,43,20,47,44,11
11928,18,08,41,32,34,22,36
11927,06,32,37,07,01,04,09
11926,15,30,09,26,46,45,33
11925,27,38,14,09,45,11,32
11924,33,26,35,40,11,14,09
11923,33,11,40,46,37,32,19
11922,43,23,19,13,26,25,49
11921,18,35,25,47,20,22,08
11920,14,01,26,25,47,12,43
11919,32,17,46,42,20,24,38
11918,17,40,12,34,16,43,01
11917,24,26,42,01,16,20,17
11916,22,10,27,15,07,30,43
11915,18,02,11,22,04,23,43
11914,10,35,18,06,11,22,02
11913,35,29,34,20,04,08,10
11912,40,36,15,43,37,24,31
11911,39,31,46,29,05,14,02
11910,29,32,39,40,48,01,28
11909,08,32,10,13,09,30,22
11908,10,19,09,40,36,15,13
11907,41,40,47,30,17,04,43
11906,42,03,41,14,34,36,48
11905,28,27,44,07,15,39,34
11904,25,01,27,04,36,08,22
11903,25,12,05,48,01,40,49
11902,16,05,22,15,37,31,02
11901,07,10,13,02,46,24,20
11900,49,36,27,14,13,20,05
11899,13,35,07,34,03,33,05
11898,14,18,33,20,21,02,34
11897,34,49,16,46,47,05,06
11896,01,06,39,38,11,03,20
11895,44,33,19,41,26,02,18
11894,43,28,16,03,04,10,46
11893,22,48,33,23,13,41,02
11892,43,21,10,45,04,24,02
11891,31,19,16,12,26,49,35
11890,35,36,14,28,33,21,41
11889,28,43,49,33,32,48,02
11888,38,10,37,41,39,17,19
11887,44,07,17,34,30,05,20
11886,19,42,41,13,11,38,31
11885,39,21,29,18,12,35,08
11884,48,11,40,24,03,27,08
11883,31,02,42,43,21,40,01
11882,48,46,31,38,34,42,29
11881,04,25,19,30,38,10,35
11880,17,11,07,19,45,27,37
11879,38,18,47,26,15,46,29
11878,25,49,42,22,19,02,36
11877,21,41,20,02,31,12,25
11876,24,01,20,22,47,26,21
11875,15,12,03,44,46,21,28
11874,29,16,01,12,05,43,20
11873,23,07,21,31,45,44,14
11872,08,35,16,30,31,19,45
11871,40,08,43,42,03,36,22
11870,47,11,30,36,39,46,42
11869,03,27,15,38,43,41,20
11868,42,10,29,01,40,20,13
11867,46,20,14,28,25,01,11
11866,20,41,12,33,08,14,36
11865,15,36,42,13,47,45,02
11864,22,33,16,17,15,43,44
11863,36,29,44,41,10,25,39
11862,45,49,26,06,28,46,22
11861,38,15,25,07,35,43,11
11860,45,37,34,19,42,47,15
11859,14,44,16,39,06,13,27
11858,46,49,34,33,12,40,41
11857,45,42,28,19,23,18,27
11856,05,10,04,36,06,08,18
11855,21,18,40,34,44,36,42
11854,28,33,08,34,32,07,18
11853,33,40,23,06,12,13,31
11852,12,04,21,33,29,46,13
11851,22,03,28,08,44,17,12
11850,27,47,38,37,33,29,48
11849,49,05,29,20,15,07,42
11848,19,06,26,17,21,43,44
11847,24,48,41,49,21,13,33
11846,24,43,29,07,17,26,21
11845,41,14,04,30,05,12,11
11844,42,41,15,35,37,33,44
11843,14,30,18,23,24,16,17
11842,15,20,12,22,42,41,49
11841,45,11,43,12,06,37,36
11840,25,01,12,34,38,17,29
11839,25,33,32,44,01,40,12
11838,44,37,07,45,09,46,30
11837,17,38,12,40,33,46,43
11836,29,30,09,07,26,13,24
11835,21,09,47,30,32,38,03
11834,35,45,31,15,14,47,12
11833,14,40,11,24,43,10,32
11832,42,31,19,46,30,35,29
11831,37,08,05,42,46,29,48
11830,23,04,37,33,28,45,43
11829,47,08,39,02,03,33,40
11828,16,38,42,44,25,11,14
11827,17,03,10,11,37,21,05
11826,07,44,20,25,24,10,35
11825,07,24,46,49,25,12,34
11824,24,35,28,20,14,19,22
11823,17,39,40,09,19,30,27
11822,12,32,03,31,10,28,40
11821,43,41,37,47,25,45,18
11820,20,06,42,28,31,44,34
11819,26,34,17,10,06,35,03
11818,16,08,36,26,28,03,33
11817,02,41,30,13,28,17,26
11816,32,13,44,37,10,43,48
11815,17,07,05,23,03,10,28
11814,44,48,09,08,12,02,24
11813,19,36,16,18,45,44,12
11812,47,37,02,13,36,12,14
11811,38,41,35,13,30,18,45
11810,37,45,07,42,06,28,22
11809,40,35,11,27,14,37,29
11808,28,47,04,46,26,31,42
11807,15,01,06,14,25,48,35
11806,35,10,26,05,37,25,40
11805,46,37,27,41,29,10,38
11804,19,24,33,45,10,26,17
11803,45,39,07,09,31,22,28
11802,13,26,23,22,40,24,10
11801,41,20,06,34,44,40,45
11800,08,02,41,37,48,30,33
11799,40,41,23,25,12,33,27
11798,44,12,05,40,35,18,21
11797,32,01,04,31,33,11,49
11796,22,39,26,49,14,32,18
11795,45,24,15,33,12,25,05
11794,24,26,10,04,17,01,49
11793,21,27,07,03,42,45,49
11792,17,01,31,46,05,21,44
11791,14,20,09,38,32,04,36
11790,29,17,46,16,22,03,31
11789,39,11,36,29,40,23,20
11788,40,07,11,46,32,23,02
11787,03,32,31,34,15,23,01
11786,46,27,33,08,19,30,06
11785,47,26,48,08,20,09,38
11784,28,25,31,44,20,30,49
11783,47,21,46,33,08,38,30
11782,12,25,44,45,09,33,10
11781,35,43,04,10,21,06,41
11780,24,45,10,09,11,07,22
11779,33,46,27,38,47,15,45
11778,42,09,45,28,47,25,35
11777,39,28,42,08,20,36,26
11776,18,48,23,29,28,11,22
11775,22,42,01,28,36,38,37
11774,44,31,33,01,30,46,06
11773,41,33,02,13,25,40,31
11772,28,39,32,31,08,15,04
11771,27,31,13,33,28,45,19
11770,13,12,18,31,27,41,21
11769,41,43,19,46,07,14,44
11768,44,07,16,15,25,05,14
11767,30,22,20,13,14,25,43
11766,25,38,06,10,30,46,15
11765,27,28,30,12,26,19,22
11764,29,03,37,01,44,13,06
11763,33,37,04,06,18,14,44
11762,17,02,16,42,49,22,14
11761,15,23,40,32,37,44,10
11760,05,33,46,09,14,21,39
11759,45,29,32,20,26,28,47
11758,11,37,42,08,34,46,13
11757,43,45,29,13,28,27,48
11756,26,14,43,35,16,02,18
11755,41,30,04,21,28,16,45
11754,36,04,22,34,44,42,13
11753,41,26,43,25,29,12,48
11752,34,12,16,41,03,44,23
11751,45,14,02,31,21,03,23
11750,22,23,15,25,14,10,16
11749,29,19,33,44,35,28,13
11748,29,07,40,44,35,21,26
11747,19,37,13,48,11,21,47
11746,06,38,24,32,39,25,03
11745,30,44,29,40,13,33,46
11744,15,48,20,23,41,25,21
11743,41,04,37,21,35,01,39
11742,28,30,41,37,04,46,16
11741,18,45,10,04,21,44,23
11740,23,03,26,21,10,08,11
11739,49,31,02,39,06,26,01
11738,23,04,07,08,24,11,40
11737,46,45,11,43,39,41,01
11736,18,07,02,16,33,42,03
11735,03,01,20,28,38,16,09
11734,47,21,19,38,16,15,12
11733,29,41,02,03,18,07,49
11732,39,08,02,46,22,06,47
11731,23,19,37,22,32,31,11
11730,08,49,44,11,19,37,26
11729,40,12,10,33,25,03,47
11728,15,29,30,18,45,19,32
11727,07,48,20,36,37,21,23
11726,15,05,20,49,11,09,32
11725,19,08,34,06,37,26,17
11724,03,48,33,09,32,28,40
11723,31,45,39,19,18,06,37
11722,03,24,02,34,36,19,49
11721,07,26,10,01,14,02,41
11720,26,25,49,13,02,46,40
11719,21,45,12,17,06,20,08
11718,43,49,48,33,10,34,32
11717,34,11,29,15,13,08,35
11716,19,10,02,48,47,21,43
11715,44,04,14,46,19,45,30
11714,10,04,38,35,32,34,47
11713,17,08,43,36,12,27,21
11712,36,04,29,07,41,26,46
11711,08,07,13,09,25,14,41
11710,06,23,41,45,03,18,48
11709,40,30,28,35,45,10,37
11708,49,15,17,09,44,02,14
11707,43,36,41,35,08,18,16
11706,38,48,20,35,14,25,31
11705,23,04,24,42,08,18,11
11704,32,44,02,06,47,42,14
11703,17,48,38,13,22,21,49
11702,07,14,33,45,41,16,21
11701,46,07,18,35,25,16,03
11700,17,13,35,22,38,02,37
11699,17,28,22,08,36,01,48
11698,48,45,17,34,21,11,28
11697,48,27,37,03,09,29,23
11696,24,36,10,41,09,07,29
11695,14,30,31,26,36,22,20
11694,31,32,47,10,30,34,41
11693,24,28,30,02,09,44,37
11692,40,39,11,02,36,31,33
11691,39,27,15,40,24,29,04
11690,28,48,35,41,34,23,07
11689,06,14,43,30,22,02,01
11688,36,27,42,06,03,46,02
11687,10,07,42,05,08,34,09
11686,22,14,11,27,40,44,07
11685,37,08,27,45,39,48,34
11684,33,46,17,28,04,44,05
11683,04,38,25,12,42,05,27
11682,09,43,18,46,12,19,42
11681,19,34,12,39,41,08,43
11680,35,27,24,19,28,49,36
11679,31,07,18,03,01,23,19
11678,01,31,45,39,29,27,04
11677,26,19,06,24,43,29,08
11676,11,43,04,01,22,21,16
11675,09,27,23,19,33,35,48
11674,30,36,26,44,06,47,21
11673,28,25,49,24,08,45,11
11672,21,15,01,48,16,36,20
11671,09,22,48,49,13,05,06
11670,23,09,30,36,48,12,43
11669,49,11,06,45,04,07,10
11668,09,19,18,48,11,27,13
11667,03,37,32,46,10,42,27
11666,14,28,21,08,07,04,24
11665,05,12,21,07,37,27,18
11664,21,49,07,09,37,30,35
11663,06,25,05,01,30,36,31
11662,46,01,20,34,36,22,07
11661,46,16,45,05,35,22,02
11660,33,26,45,15,32,25,37
11659,40,11,04,18,46,05,08
11658,35,30,23,10,08,38,21
11657,02,34,10,25,38,13,44
11656,10,06,08,46,15,11,19
11655,30,04,05,19,33,27,09
11654,34,11,21,02,01,36,38
11653,29,25,12,32,41,39,07
11652,13,27,09,25,04,32,11
11651,05,29,08,26,27,16,30
11650,20,34,33,26,18,15,30
11649,04,11,37,30,23,46,47
11648,42,04,26,49,08,40,17
11647,15,38,03,05,23,43,14
11646,22,19,25,46,04,49,32
11645,39,05,23,41,13,49,33
11644,44,10,15,05,21,01,29
11643,24,42,39,21,22,05,41
11642,48,40,19,14,25,01,34
11641,37,47,23,49,21,33,02
11640,39,14,42,30,27,09,46
11639,09,34,44,14,36,17,37
11638,41,02,44,06,49,05,18
11637,20,32,47,17,09,33,38
11636,36,37,15,30,39,05,08
11635,04,06,41,07,21,33,25
11634,43,21,13,09,20,34,16
11633,33,09,30,02,34,12,23
11632,16,47,41,35,04,26,10
11631,34,16,27,37,26,01,17
11630,28,37,08,16,13,18,49
11629,39,41,38,36,40,16,32
11628,04,30,08,46,35,39,41
11627,45,26,48,37,40,08,46
11626,14,24,02,28,45,29,17
11625,35,03,23,30,37,31,49
11624,01,31,46,27,44,39,02
11623,25,29,08,05,07,09,12
11622,39,20,45,28,01,16,30
11621,17,16,18,05,20,15,27
11620,14,05,43,46,21,09,44
11619,32,02,10,18,44,09,20
11618,21,01,41,15,24,06,27
11617,15,19,08,34,12,41,42
11616,02,08,16,38,43,26,37
11615,26,22,18,32,38,16,47
11614,05,20,39,36,31,38,21
11613,13,29,14,18,36,46,02
11612,02,30,26,46,12,24,23
11611,33,45,20,07,21,22,48
11610,06,27,03,19,32,45,31
11609,35,30,36,01,41,12,46
11608,34,05,16,08,23,01,25
11607,17,11,15,13,09,33,21
11606,42,33,10,15,28,26,04
11605,05,28,11,36,43,38,04
11604,11,22,31,44,19,15,34
11603,23,36,08,43,39,25,42
11602,28,15,38,27,40,13,36
11601,35,05,38,17,26,32,18
11600,47,32,48,40,31,19,13
11599,24,36,25,19,39,27,42
11598,30,06,02,11,31,18,49
11597,47,01,16,35,34,36,33
11596,32,47,04,33,49,36,20
11595,13,35,20,12,38,19,16
11594,01,21,25,08,35,31,39
11593,03,10,23,13,01,29,45
11592,43,13,22,35,20,38,18
11591,16,14,29,24,07,25,47
11590,11,43,47,19,45,06,36
11589,10,45,41,43,01,14,30
11588,20,41,13,06,25,10,39
11587,12,35,24,39,48,06,19
11586,08,02,36,46,09,13,21
11585,27,30,29,05,18,16,48
11584,14,15,13,19,26,05,29
11583,26,45,04,42,30,13,21
11582,31,14,27,10,37,32,04
11581,12,33,44,01,26,21,24
11580,42,01,34,08,22,29,25
11579,12,21,31,20,10,02,24
11578,42,13,47,45,32,37,21
11577,29,45,36,15,43,30,12
11576,24,47,43,02,45,08,26
11575,12,35,06,29,32,07,15
11574,09,23,43,18,02,42,35
11573,34,41,29,13,15,40,24
11572,39,27,40,07,43,49,24
11571,27,02,19,30,13,21,12
11570,30,31,05,48,07,37,25
11569,49,33,32,09,47,20,02
11568,46,48,23,24,07,20,42
11567,24,48,41,46,25,23,35
11566,02,13,06,04,22,20,07
11565,20,13,21,15,26,23,47
11564,05,26,17,31,41,36,11
11563,47,33,45,37,41,38,08
11562,26,36,43,19,39,37,23
11561,16,19,29,34,43,36,14
11560,28,23,27,29,41,35,12
11559,45,26,10,37,24,01,33
11558,42,33,38,02,40,21,11
11557,31,46,04,36,01,22,41
11556,03,17,36,47,27,20,32
11555,42,28,29,18,33,35,04
11554,01,23,09,06,32,21,07
11553,31,18,10,45,13,34,09
11552,43,04,30,11,09,25,22
11551,28,01,42,31,08,26,35
11550,04,05,12,15,16,22,36
11549,47,34,15,09,17,38,30
11548,39,17,34,05,31,48,40
11547,46,43,40,42,30,35,25
11546,01,38,36,40,28,10,11
11545,04,32,02,19,24,07,27
11544,11,24,27,03,35,32,47
11543,41,17,13,29,45,04,40
11542,35,43,05,23,34,11,37
11541,39,13,47,20,23,14,36
11540,24,33,41,43,05,32,27
11539,18,16,25,39,12,35,30
11538,04,36,47,03,06,46,09
11537,06,39,20,37,02,15,27
11536,06,37,04,16,05,12,18
11535,20,33,32,21,38,47,45
11534,06,05,21,39,07,13,03
11533,09,21,05,24,08,01,07
11532,19,09,25,17,20,34,42
11531,22,20,31,05,47,25,19
11530,45,47,37,22,03,24,40
11529,48,26,41,38,33,24,46
11528,05,07,46,45,43,36,37
11527,21,47,14,41,17,49,38
11526,09,02,03,45,41,30,12
11525,44,22,14,28,49,30,46
11524,07,42,23,38,04,28,27
11523,06,17,45,31,04,49,26
11522,08,24,06,42,26,15,21
11521,36,05,37,35,43,17,29
11520,11,37,28,33,12,30,19
11519,07,13,36,35,44,30,31
